sku,product_name,category,supplier,warehouse,quantity_in_stock,reorder_level,unit_cost,selling_price,last_restock_date,expiry_date,shelf_life_days,barcode,is_perishable,storage_temp,dead_column
SKU-40980,Palm Oil 3.8L,Beverages,Chi Ltd,Lagos Apapa,119,108,7844.73,6663.87,28-10-2023,2024-11-29,433,1698631099576,0,Frozen,
SKU-45034,Indomie Carton,Beverages,Nestle Nigeria,Lagos Apapa,2200,169,617.46,7808.91,22-03-2023,2024-01-21,589,3347529210713,1,,
SKU-76275,Rice 50kg,Staples,Honeywell,Abuja Gwagwa,1822,91,4515.02,10640.29,11-11-2023,2024-08-07,158,6889172271321,1,ambient,
SKU-53959,Milk Tin,Beverages,Nestle Nigeria,Lagos Apapa,1697,333,4229.69,2141.06,27-10-2023,2024-06-21,183,4706370846987,0,,
SKU-86776,Milo 1kg,Staples,Innoson Motors,Abuja Gwagwa,2850,159,6922.49,524.72,07-08-2023,2024-07-03,108,,No,AMBIENT,
SKU-32303,Tomato Paste,Beverages,Nestle Nigeria,Lagos Apapa,4358,413,3157.73,8120.7,21-02-2023,2023-12-17,377,,No,Chilled,
SKU-12881,Indomie Carton,Staples,Innoson Motors,Abuja Gwagwa,1984,311,1728.87,5835.58,12-01-2023,2024-08-31,591,2107281542401,0,Ambient,
SKU-98544,Garri 10kg,,Innoson Motors,PHC Dockyard,1986,49,1646.96,,04-04-2023,2025-04-23,8,9635379585364,Yes,,
SKU-74222,Tomato Paste,Staples,Innoson Motors,Kano Industrial,4769,381,9345.15,1690.18,27-01-2023,2024-08-08,723,3315412045608,0,,
SKU-50779,Palm Oil 3.8L,Staples,Chi Ltd,PHC Dockyard,2729,311,1408.06,19095.15,07-02-2023,2025-03-23,719,8746804772352,1,AMBIENT,
SKU-59541,Palm Oil 3.8L,,Nestle Nigeria,Abuja Gwagwa,4974,186,10542.4,1536.45,01-09-2023,2024-04-10,208,9430319777091,1,Chilled,
SKU-65508,Semovita 5kg,Staples,Nestle Nigeria,Kano Industrial,1688,29,9919.42,27388.76,06-07-2023,2024-04-23,587,4808841509332,Yes,,
SKU-95289,Palm Oil 3.8L,Beverages,Innoson Motors,Kano Industrial,12,363,2878.26,8307.31,26-08-2023,2025-03-25,283,9666857762852,1,ambient,
SKU-24738,Milo 1kg,Condiments,Innoson Motors,Kano Industrial,3247,177,2292.36,2849.36,05-07-2023,2024-04-10,494,7984864002314,0,Frozen,
SKU-38861,Palm Oil 3.8L,Cereals,Nestle Nigeria,PHC Dockyard,2863,387,4696.23,1923.23,09-07-2023,2024-03-11,562,5366047120880,Yes,,
SKU-99890,Semovita 5kg,Cereals,Chi Ltd,Kano Industrial,2373,285,5091.53,2247.69,16-06-2023,2024-01-22,349,,0,,
SKU-82120,Rice 50kg,,Innoson Motors,Kano Industrial,3960,91,4332.03,7018.35,02-06-2023,2025-08-11,147,5419497751320,Yes,ambient,
SKU-38353,Palm Oil 3.8L,Staples,Chi Ltd,PHC Dockyard,3854,438,2467.35,7054.51,02-01-2023,2025-06-01,409,8428792427476,No,Chilled,
SKU-98034,Milo 1kg,,Dangote Flour,Kano Industrial,1409,155,1781.52,3296.77,25-10-2023,2025-05-07,12,1197617597839,yes,Chilled,
SKU-90390,Tomato Paste,Staples,PZ Cussons,Lagos Apapa,4262,464,5543.67,14521.25,04-04-2023,2025-10-20,222,6054173372814,yes,Ambient,
SKU-88186,Tomato Paste,Staples,Nestle Nigeria,PHC Dockyard,3171,384,2433.47,1722.62,28-12-2023,2025-05-21,516,9140390956684,0,AMBIENT,
SKU-67457,Palm Oil 3.8L,Staples,PZ Cussons,PHC Dockyard,439,247,3167.67,815.44,02-04-2023,2025-12-21,709,5115518722174,1,Ambient,
SKU-21659,Garri 10kg,,Chi Ltd,Kano Industrial,4536,109,5399.63,3141.06,08-01-2023,2025-06-19,727,3733728015752,yes,Chilled,
SKU-61199,Palm Oil 3.8L,,Dangote Flour,PHC Dockyard,4889,41,1670.66,2898.91,01-07-2023,2024-11-17,676,2565039650888,1,Chilled,
SKU-56489,Milk Tin,Staples,PZ Cussons,PHC Dockyard,864,323,2572.23,3574.26,05-03-2023,2024-02-03,97,3207036237689,0,AMBIENT,
SKU-39542,Milo 1kg,Beverages,Chi Ltd,PHC Dockyard,1681,233,9737.14,14494.08,30-12-2023,2025-04-02,504,,0,Chilled,
SKU-62594,Palm Oil 3.8L,Condiments,Honeywell,Lagos Apapa,4273,169,20696.16,29713.33,06-03-2023,2024-12-20,422,7717078984503,1,Frozen,
SKU-77102,Garri 10kg,,Innoson Motors,PHC Dockyard,2427,309,3107.43,9230.44,02-02-2023,2025-05-19,673,5864290264305,0,,
SKU-75119,Semovita 5kg,Cereals,Honeywell,Kano Industrial,4672,460,272.29,3172.83,26-05-2023,2024-03-05,642,4099557719455,yes,AMBIENT,
SKU-63844,Rice 50kg,Cereals,Nestle Nigeria,PHC Dockyard,4173,110,5060.77,5018.99,29-03-2023,2024-02-20,557,7553959713430,Yes,Ambient,
SKU-78683,Sugar 1kg,,Innoson Motors,Abuja Gwagwa,2798,422,3303.46,2156.63,28-10-2023,2025-11-13,459,2726765837324,1,Frozen,
SKU-87827,Rice 50kg,Staples,Innoson Motors,Abuja Gwagwa,1818,441,15080.28,3358.3,13-11-2023,2024-08-14,92,5961238645784,No,AMBIENT,
SKU-15914,Palm Oil 3.8L,Beverages,Innoson Motors,PHC Dockyard,1494,272,3085.95,3375.27,11-06-2023,2025-12-25,355,7420189576658,No,Chilled,
SKU-34041,Palm Oil 3.8L,Cereals,Innoson Motors,Kano Industrial,2261,254,1489.26,4540.56,03-05-2023,2025-01-10,371,7016946911584,yes,ambient,
SKU-50162,Sugar 1kg,Beverages,Dangote Flour,Lagos Apapa,4840,446,2307.76,13470.11,10-03-2023,2025-08-12,375,1839318405298,1,,
SKU-87936,Milo 1kg,,PZ Cussons,Abuja Gwagwa,383,485,1740.43,13614.93,06-07-2023,2025-10-20,540,4840490171989,No,AMBIENT,
SKU-43930,Groundnut Oil,,Dangote Flour,Kano Industrial,2099,236,726.46,9374.21,21-12-2023,2024-10-17,96,9004899447429,Yes,Ambient,
SKU-28753,Garri 10kg,Condiments,Nestle Nigeria,PHC Dockyard,1359,336,6452.61,2868.19,24-09-2023,2024-08-04,51,5767091719126,1,AMBIENT,
SKU-40050,Sugar 1kg,Beverages,Honeywell,Lagos Apapa,144,395,7576.71,3060.94,26-01-2023,2024-03-11,45,6045546787842,0,,
SKU-82230,Rice 50kg,,Chi Ltd,Kano Industrial,2930,43,54876.15,2417.24,29-12-2023,2025-07-16,506,8980038948915,Yes,Frozen,
SKU-98194,Garri 10kg,Beverages,Chi Ltd,Abuja Gwagwa,2009,80,4826.71,2601.51,21-10-2023,2024-02-16,716,6046233655940,0,Chilled,
SKU-60106,Milk Tin,Condiments,Honeywell,Kano Industrial,1913,230,1432.92,2497.77,04-12-2023,2025-01-17,328,6245930553813,1,Ambient,
SKU-11021,Indomie Carton,Condiments,Chi Ltd,PHC Dockyard,284,466,9890.69,,06-07-2023,2023-12-04,237,3486202360099,No,,
SKU-97484,Palm Oil 3.8L,Beverages,Innoson Motors,Kano Industrial,2403,256,6418.93,6270.36,05-04-2023,2024-02-02,383,9887133833292,0,AMBIENT,
SKU-88186,Tomato Paste,Beverages,Honeywell,Kano Industrial,4865,497,5045.52,4203.79,07-05-2023,2025-06-24,343,,No,Ambient,
SKU-97688,Milo 1kg,Beverages,Honeywell,Kano Industrial,2037,363,5400.68,,16-05-2023,2024-09-05,647,9065983232545,No,Frozen,
SKU-30888,Semovita 5kg,Beverages,Innoson Motors,PHC Dockyard,253,415,7140.47,3949.23,22-04-2023,2024-02-19,579,7076570287745,Yes,Chilled,
SKU-83651,Rice 50kg,,PZ Cussons,PHC Dockyard,255,252,3245.65,6676.32,24-01-2023,2024-03-26,154,8770155646353,yes,Frozen,
SKU-83766,Groundnut Oil,Condiments,Chi Ltd,Kano Industrial,1437,279,2918.37,,19-03-2023,2024-06-27,590,8388146995996,0,ambient,
SKU-69268,Milk Tin,Staples,Honeywell,Lagos Apapa,1118,257,5254.66,5089.91,18-08-2023,2025-02-12,375,3399819574652,1,Ambient,
SKU-64766,Milo 1kg,Cereals,PZ Cussons,Lagos Apapa,2914,395,9586.84,44976.36,15-05-2023,2025-04-17,166,8797767429474,yes,Ambient,
SKU-32176,Milo 1kg,Condiments,PZ Cussons,Kano Industrial,4910,242,5396.15,3044.23,19-11-2023,2024-01-07,49,3105162939158,Yes,ambient,
SKU-59746,Indomie Carton,Cereals,Dangote Flour,Kano Industrial,1056,157,1496.94,4755.9,25-06-2023,2025-08-10,-2,2177755075017,No,AMBIENT,
SKU-27913,Milo 1kg,Staples,PZ Cussons,Abuja Gwagwa,4213,30,2350.27,110999.1,06-12-2023,2025-12-05,344,,No,Ambient,
SKU-37858,Semovita 5kg,Condiments,Nestle Nigeria,Lagos Apapa,-18,96,2989.87,1120.11,22-01-2023,2024-05-30,149,7913252262517,yes,,
SKU-46997,Milo 1kg,Beverages,Honeywell,Lagos Apapa,1977,241,1327.08,927.72,25-11-2023,2025-02-26,665,9282460238580,yes,,
SKU-74350,Rice 50kg,Cereals,Dangote Flour,Abuja Gwagwa,3038,308,3657.13,4121.35,01-12-2023,2025-01-30,261,1162770777332,1,ambient,
SKU-34042,Semovita 5kg,,Innoson Motors,Abuja Gwagwa,78,61,3746.74,1547.03,17-01-2023,2025-02-08,199,4433458974958,No,ambient,
SKU-35466,Indomie Carton,Cereals,Dangote Flour,Lagos Apapa,4032,472,7644.32,7662.41,29-03-2023,2024-02-11,513,9994980446905,1,,
SKU-26277,Sugar 1kg,Condiments,Nestle Nigeria,Lagos Apapa,129,368,1504.1,7115.19,24-03-2023,2024-03-09,693,,Yes,Chilled,
SKU-34470,Indomie Carton,Condiments,Innoson Motors,PHC Dockyard,1206,429,637.58,5543.36,13-03-2023,2025-02-07,426,7584411792575,Yes,Ambient,
SKU-76776,Semovita 5kg,Cereals,Nestle Nigeria,Abuja Gwagwa,3811,197,1439.4,19611.48,31-08-2023,2024-10-06,144,6169505517815,No,ambient,
SKU-53454,Rice 50kg,Cereals,Chi Ltd,Abuja Gwagwa,3019,178,11148.22,1603.19,20-07-2023,2024-06-15,11,6079992339866,0,ambient,
SKU-79392,Indomie Carton,Cereals,Dangote Flour,Kano Industrial,1224,38,914.27,13611.98,20-07-2023,2025-02-19,496,,0,ambient,
SKU-36209,Sugar 1kg,,PZ Cussons,Kano Industrial,2513,170,14014.65,8108.03,24-03-2023,2023-12-06,301,2667201515436,yes,AMBIENT,
SKU-26804,Indomie Carton,Cereals,Chi Ltd,Lagos Apapa,4584,228,1027.13,1708.46,07-09-2023,2024-11-28,118,9524457420297,0,ambient,
SKU-12705,Sugar 1kg,,Chi Ltd,Kano Industrial,1494,477,6092.91,15328.25,21-08-2023,2025-12-26,579,4275243851040,0,ambient,
SKU-17437,Sugar 1kg,Condiments,Nestle Nigeria,PHC Dockyard,1458,200,6523.71,7218.05,02-08-2023,2024-08-25,631,4848525596116,No,AMBIENT,
SKU-61849,Groundnut Oil,Staples,Innoson Motors,PHC Dockyard,491,388,1147.05,20051.91,21-12-2023,2025-12-02,482,5264810068145,No,,
SKU-81368,Sugar 1kg,Beverages,Honeywell,Lagos Apapa,183,210,2351.88,,09-09-2023,2025-10-13,12,9645870971440,Yes,ambient,
SKU-51607,Garri 10kg,,Honeywell,Abuja Gwagwa,1257,383,3469.64,14283.98,16-04-2023,2024-01-02,13,1411915633183,0,AMBIENT,
SKU-62920,Rice 50kg,Cereals,Dangote Flour,Kano Industrial,89,406,1965.56,2357.84,18-12-2023,2023-12-10,252,4918331173728,1,Frozen,
SKU-91649,Rice 50kg,Cereals,Chi Ltd,Lagos Apapa,2209,43,407.08,1846.61,07-03-2023,2024-05-22,276,1014746017110,yes,Ambient,
SKU-38245,Milk Tin,Cereals,Innoson Motors,PHC Dockyard,4632,419,4427.58,1271.86,07-12-2023,2024-11-09,317,7697313534251,0,Chilled,
SKU-85160,Semovita 5kg,Condiments,Honeywell,Lagos Apapa,3622,455,9117.94,3193.61,27-07-2023,2025-07-02,201,6634920380582,0,AMBIENT,
SKU-69314,Groundnut Oil,Staples,PZ Cussons,PHC Dockyard,2926,283,1016.61,5001.63,27-11-2023,2024-12-18,4,8323367183186,yes,Ambient,
SKU-64676,Milk Tin,Cereals,Chi Ltd,Kano Industrial,4562,485,2677.21,6044.22,18-11-2023,2024-12-23,443,,0,Frozen,
SKU-78370,Tomato Paste,Condiments,Innoson Motors,Kano Industrial,4849,393,1404.69,6544.58,08-02-2023,2024-06-23,655,8923263964026,No,ambient,
SKU-52445,Indomie Carton,,Dangote Flour,PHC Dockyard,4675,149,11612.07,4990.37,18-03-2023,2025-12-04,512,2578903705277,No,Ambient,
SKU-18290,Indomie Carton,Staples,Honeywell,Lagos Apapa,1637,231,5599.99,593.13,01-01-2023,2023-12-18,328,4203203333618,No,,
SKU-77145,Garri 10kg,Beverages,Nestle Nigeria,Lagos Apapa,4711,104,3706.5,2105.16,07-07-2023,2024-02-16,125,4338977112499,0,ambient,
SKU-55691,Garri 10kg,,Nestle Nigeria,Abuja Gwagwa,1629,34,3241.27,8015.4,22-02-2023,2024-04-09,571,4322804155215,0,Ambient,
SKU-22415,Rice 50kg,,Honeywell,PHC Dockyard,4,429,1541.04,6302.08,04-12-2023,2024-12-14,548,7913841583934,No,ambient,
SKU-93555,Groundnut Oil,Beverages,PZ Cussons,Kano Industrial,1273,456,7731.37,1925.63,26-12-2023,2025-07-16,372,7664661331215,Yes,ambient,
SKU-39932,Sugar 1kg,Staples,Chi Ltd,Lagos Apapa,3327,426,763.06,4003.05,27-08-2023,2024-01-16,78,7685153655374,1,Chilled,
SKU-87842,Garri 10kg,Beverages,Innoson Motors,Abuja Gwagwa,1845,482,4087.33,24341.98,15-06-2023,2024-09-18,256,5111299034816,No,Ambient,
SKU-61515,Tomato Paste,Cereals,Chi Ltd,Kano Industrial,3275,382,9640.37,4510.39,26-07-2023,2024-04-16,75,9766911435049,1,,
SKU-70403,Garri 10kg,Cereals,Chi Ltd,Kano Industrial,4633,246,1378.11,1355.97,17-07-2023,2024-08-03,133,8614669496713,Yes,,
SKU-89349,Tomato Paste,Cereals,Innoson Motors,Abuja Gwagwa,3622,139,1394.74,19391.72,23-05-2023,2024-06-11,670,9062671441137,0,Frozen,
SKU-22833,Rice 50kg,,Innoson Motors,Kano Industrial,3234,214,596.72,957.69,27-12-2023,2024-07-31,618,8473681790143,Yes,Chilled,
SKU-99277,Semovita 5kg,Condiments,Innoson Motors,Kano Industrial,392,458,7879.3,2513.4,20-08-2023,2024-10-12,428,1895890972930,Yes,Ambient,
SKU-84729,Garri 10kg,,Honeywell,Abuja Gwagwa,3691,422,3144.86,,05-01-2023,2024-03-06,290,6870498621712,0,Chilled,
SKU-48483,Groundnut Oil,Cereals,PZ Cussons,Lagos Apapa,2059,49,4662.61,8966.37,25-12-2023,2025-03-11,277,7474439018425,yes,Ambient,
SKU-13230,Tomato Paste,,Honeywell,Abuja Gwagwa,2644,379,10581.71,13119.16,09-01-2023,2025-07-06,649,3431008943660,Yes,AMBIENT,
SKU-47443,Sugar 1kg,Beverages,Chi Ltd,Kano Industrial,411,395,21862.11,17692.13,18-12-2023,2025-02-05,398,6626553687936,Yes,Ambient,
SKU-65402,Indomie Carton,Cereals,Nestle Nigeria,Abuja Gwagwa,4899,196,3824.67,3685.89,29-12-2023,2024-01-20,689,8426913100610,yes,,
SKU-23608,Groundnut Oil,Staples,Honeywell,Abuja Gwagwa,471,239,888.47,2335.19,03-07-2023,2025-09-28,633,3749828618725,1,Ambient,
SKU-56102,Tomato Paste,Cereals,Dangote Flour,Abuja Gwagwa,4244,358,22338.8,2654.07,01-08-2023,2025-05-17,61,3127624396202,Yes,,
SKU-71392,Palm Oil 3.8L,Beverages,Innoson Motors,Kano Industrial,1711,436,3517.85,6625.01,13-09-2023,2025-09-08,165,7826849279293,No,Chilled,
SKU-34547,Indomie Carton,Condiments,Innoson Motors,Abuja Gwagwa,4857,481,16523.34,2745.48,18-07-2023,2025-05-03,84,6708973303581,yes,AMBIENT,
SKU-20830,Rice 50kg,,Nestle Nigeria,Kano Industrial,3416,499,523.92,34864.64,23-01-2023,2025-01-22,53,8535775024297,yes,Ambient,
SKU-73156,Palm Oil 3.8L,Beverages,Chi Ltd,Abuja Gwagwa,407,305,6600.19,2603.54,23-02-2023,2025-08-11,169,6567876168321,No,AMBIENT,
SKU-51109,Rice 50kg,,Honeywell,Lagos Apapa,3323,205,4408.83,3434.07,24-04-2023,2024-03-17,181,7711694432698,Yes,ambient,
SKU-48201,Semovita 5kg,Staples,Dangote Flour,Lagos Apapa,2715,48,2574.33,,14-10-2023,2025-09-23,44,7036733936702,1,ambient,
SKU-47637,Sugar 1kg,Staples,Dangote Flour,PHC Dockyard,2614,383,2242.46,,02-05-2023,2024-01-31,72,4083229486919,No,,
SKU-60508,Semovita 5kg,,Honeywell,PHC Dockyard,3713,310,4993.15,3943.44,18-06-2023,2025-05-10,163,6133892182448,Yes,Ambient,
SKU-60477,Sugar 1kg,Condiments,Honeywell,PHC Dockyard,4879,52,1677.78,4239.21,06-03-2023,2023-12-11,347,5567490493515,0,,
SKU-61138,Semovita 5kg,,Innoson Motors,Abuja Gwagwa,4368,366,3001.36,4444.36,12-04-2023,2024-02-28,63,3386902346920,0,AMBIENT,
SKU-32808,Milo 1kg,,Innoson Motors,Lagos Apapa,3965,162,13150.35,8283.53,10-04-2023,2024-11-17,223,3959547309271,yes,,
SKU-85778,Rice 50kg,Beverages,Innoson Motors,Abuja Gwagwa,3190,96,4957.81,64090.44,03-07-2023,2024-06-22,494,5082487710203,0,Ambient,
SKU-68793,Milo 1kg,Condiments,Honeywell,Abuja Gwagwa,1352,154,2055.77,10230.04,16-05-2023,2024-09-15,262,9893102715455,yes,Chilled,
SKU-97045,Tomato Paste,Condiments,PZ Cussons,Kano Industrial,1104,247,1500.72,31314.88,27-09-2023,2025-02-06,403,2069064966221,No,Chilled,
SKU-39456,Groundnut Oil,Condiments,PZ Cussons,Kano Industrial,3535,320,10132.37,7339.49,21-05-2023,2025-05-14,77,9280125456793,0,,
SKU-74059,Sugar 1kg,,Chi Ltd,Lagos Apapa,3375,338,5380.65,2916.04,22-01-2023,2025-04-30,80,,Yes,Frozen,
SKU-65060,Milo 1kg,Condiments,Dangote Flour,Lagos Apapa,3820,108,7258.71,1698.0,12-04-2023,2025-05-14,11,6907246543934,1,ambient,
SKU-88536,Semovita 5kg,Staples,Innoson Motors,Abuja Gwagwa,3824,176,742.46,10121.67,31-01-2023,2025-07-30,685,8265896197318,1,,
SKU-84286,Semovita 5kg,Condiments,Chi Ltd,Kano Industrial,3274,379,3106.98,5189.96,27-05-2023,2024-07-23,434,8241420542351,No,Frozen,
SKU-94777,Groundnut Oil,,Chi Ltd,PHC Dockyard,1034,493,721.13,6379.4,10-05-2023,2024-12-10,162,2484512927813,1,,
SKU-67399,Groundnut Oil,Cereals,Nestle Nigeria,Abuja Gwagwa,4734,215,12215.69,9268.1,03-12-2023,2025-07-20,340,9389742068721,yes,Chilled,
SKU-37872,Tomato Paste,Cereals,Nestle Nigeria,PHC Dockyard,2840,285,3016.07,4849.2,30-10-2023,2025-12-02,239,,1,AMBIENT,
SKU-63185,Sugar 1kg,Condiments,Dangote Flour,PHC Dockyard,4270,288,22938.8,,03-09-2023,2025-09-19,30,7390504470070,1,ambient,
SKU-90503,Semovita 5kg,,Honeywell,PHC Dockyard,1255,424,6799.01,,31-03-2023,2024-09-05,628,7981863333559,Yes,Ambient,
SKU-22869,Milo 1kg,Beverages,PZ Cussons,Abuja Gwagwa,4306,458,2097.62,4306.57,23-07-2023,2025-09-01,11,5686758773984,1,Frozen,
SKU-83667,Milk Tin,Beverages,Honeywell,PHC Dockyard,925,195,976.08,5965.46,24-07-2023,2025-03-30,269,5791525061065,1,ambient,
SKU-64615,Tomato Paste,Cereals,Honeywell,Kano Industrial,2768,228,2786.39,29900.44,05-04-2023,2024-12-30,566,1101415733247,Yes,Ambient,
SKU-88871,Semovita 5kg,Cereals,Innoson Motors,Lagos Apapa,4668,279,1746.84,3103.02,25-01-2023,2024-06-16,160,9165745049571,No,Chilled,
SKU-80240,Tomato Paste,Beverages,Innoson Motors,Lagos Apapa,2265,276,161.72,7181.67,02-02-2023,2024-04-20,58,2888128665091,yes,Chilled,
SKU-35897,Milk Tin,Staples,PZ Cussons,PHC Dockyard,3095,262,1031.9,12340.01,23-06-2023,2025-05-06,311,2253994321942,yes,,
SKU-72947,Sugar 1kg,Condiments,Nestle Nigeria,Lagos Apapa,511,310,2963.86,5050.11,03-06-2023,2025-04-17,96,7548213532374,No,AMBIENT,
SKU-11725,Groundnut Oil,Condiments,Dangote Flour,Kano Industrial,1580,426,38097.55,24799.27,13-04-2023,2025-05-25,40,5617278845647,yes,ambient,
SKU-68132,Tomato Paste,,Nestle Nigeria,Kano Industrial,1458,28,540.55,2984.56,29-12-2023,2024-12-18,543,,1,ambient,
SKU-55518,Sugar 1kg,,PZ Cussons,PHC Dockyard,2405,311,10807.75,3359.39,24-12-2023,2025-03-19,169,1110696589111,1,Ambient,
SKU-96025,Indomie Carton,Staples,Innoson Motors,Kano Industrial,3300,287,2183.98,10699.77,24-09-2023,2024-06-28,674,1155766615809,yes,Chilled,
SKU-98853,Semovita 5kg,Staples,Nestle Nigeria,Abuja Gwagwa,1901,190,8453.89,8445.4,25-12-2023,2024-03-10,433,9564617704385,1,Chilled,
SKU-44393,Semovita 5kg,,Nestle Nigeria,Kano Industrial,2294,353,2655.24,5607.41,22-08-2023,2024-10-28,0,7043220388796,Yes,Ambient,
SKU-39942,Tomato Paste,Staples,Innoson Motors,Abuja Gwagwa,281,360,3247.69,14085.73,06-12-2023,2024-02-17,-1,5283519349349,yes,Chilled,
SKU-83565,Sugar 1kg,Staples,PZ Cussons,Kano Industrial,3593,37,1314.64,3505.99,11-11-2023,2025-06-17,23,8426275426182,No,Chilled,
SKU-84552,Garri 10kg,,Chi Ltd,Abuja Gwagwa,3592,271,3886.62,,08-05-2023,2025-03-26,451,6733778104994,No,AMBIENT,
SKU-76489,Groundnut Oil,Condiments,Nestle Nigeria,Abuja Gwagwa,3111,391,3989.76,2216.26,10-09-2023,2025-01-28,647,,0,Frozen,
SKU-48338,Milk Tin,Beverages,Nestle Nigeria,Abuja Gwagwa,3057,431,760.68,9022.37,10-08-2023,2025-04-22,64,5345503640215,Yes,,
SKU-24075,Palm Oil 3.8L,Beverages,Chi Ltd,Kano Industrial,3806,92,1663.95,6034.2,17-07-2023,2025-11-04,442,6646368077435,yes,AMBIENT,
SKU-66547,Sugar 1kg,Condiments,Innoson Motors,PHC Dockyard,2903,498,673.72,2089.07,12-01-2023,2024-02-09,695,,0,ambient,
SKU-36591,Rice 50kg,,Chi Ltd,PHC Dockyard,2260,122,1414.95,1101.33,21-11-2023,2024-02-02,447,2041437014171,yes,ambient,
SKU-10702,Groundnut Oil,Staples,Dangote Flour,Kano Industrial,3783,418,2164.9,,12-06-2023,2025-09-14,266,1143255947476,1,Chilled,
SKU-82552,Garri 10kg,Staples,Dangote Flour,Abuja Gwagwa,2493,236,670.41,11013.86,02-04-2023,2024-08-05,386,7976503672823,yes,,
SKU-29219,Milo 1kg,,Nestle Nigeria,Abuja Gwagwa,4545,86,2992.08,2853.12,11-06-2023,2024-01-10,309,4734104869330,0,AMBIENT,
SKU-32025,Semovita 5kg,Condiments,Chi Ltd,PHC Dockyard,2647,237,1161.52,5715.27,23-01-2023,2023-12-23,484,3629004312487,0,Ambient,
SKU-59840,Milo 1kg,Staples,Dangote Flour,Abuja Gwagwa,4931,256,2476.6,3651.64,21-07-2023,2025-05-03,264,1310671722203,0,,
SKU-21959,Tomato Paste,Beverages,PZ Cussons,PHC Dockyard,4288,147,15536.55,3377.51,04-06-2023,2025-01-15,28,9725267094572,yes,,
SKU-35288,Tomato Paste,,Chi Ltd,Abuja Gwagwa,63,90,1344.84,3704.33,02-01-2023,2025-08-05,405,4953624250971,1,AMBIENT,
SKU-79279,Indomie Carton,Staples,Dangote Flour,Abuja Gwagwa,893,171,10224.39,,19-03-2023,2025-03-13,633,5880398445384,1,Frozen,
SKU-79937,Milk Tin,Beverages,Honeywell,Lagos Apapa,4098,176,1506.24,5329.88,11-10-2023,2024-07-18,90,9885598377058,No,Chilled,
SKU-78448,Semovita 5kg,Condiments,Honeywell,PHC Dockyard,836,488,2050.64,18124.68,08-05-2023,2025-05-14,700,1400616989542,Yes,ambient,
SKU-46387,Semovita 5kg,Condiments,Nestle Nigeria,Lagos Apapa,2258,292,6365.9,4620.56,10-01-2023,2025-10-31,352,7476011184460,1,Ambient,
SKU-42014,Garri 10kg,,Innoson Motors,Lagos Apapa,3838,260,3547.01,2144.63,09-02-2023,2025-11-15,665,9541063985411,Yes,Ambient,
SKU-11516,Milo 1kg,Staples,Nestle Nigeria,Abuja Gwagwa,4125,30,5026.38,,02-06-2023,2025-03-25,641,7736186463724,No,ambient,
SKU-68678,Milo 1kg,Staples,Innoson Motors,PHC Dockyard,3470,60,5466.26,1252.72,17-03-2023,2024-02-09,261,,Yes,Frozen,
SKU-41169,Sugar 1kg,,Dangote Flour,Lagos Apapa,3672,290,6661.18,2946.41,24-01-2023,2025-02-12,179,9723741307897,1,,
SKU-92704,Milo 1kg,Staples,Dangote Flour,PHC Dockyard,559,91,10552.49,3175.58,28-11-2023,2025-09-15,695,,1,Frozen,
SKU-39140,Tomato Paste,,Chi Ltd,Lagos Apapa,1305,382,1029.89,2588.79,21-07-2023,2025-11-29,33,3107581802425,1,,
SKU-72096,Tomato Paste,Beverages,Nestle Nigeria,Abuja Gwagwa,523,95,284.43,13024.23,07-12-2023,2025-08-09,19,8861425985763,No,,
SKU-77867,Milk Tin,Condiments,Chi Ltd,Kano Industrial,186,29,509.18,1661.11,18-04-2023,2025-09-24,211,1319019297992,Yes,,
SKU-12347,Tomato Paste,Beverages,Honeywell,Abuja Gwagwa,4486,313,4996.68,20184.94,14-03-2023,2024-10-07,231,1000075444415,1,Chilled,
SKU-58895,Milo 1kg,Cereals,Innoson Motors,Lagos Apapa,860,100,2234.28,10442.32,23-04-2023,2024-10-15,254,2045940153166,1,,
SKU-28100,Milk Tin,,Chi Ltd,Kano Industrial,768,368,9043.41,983.83,20-09-2023,2024-07-06,597,8980857211637,1,Ambient,
SKU-14564,Semovita 5kg,Staples,Nestle Nigeria,Kano Industrial,4641,361,6496.76,2263.62,13-03-2023,2024-08-05,98,6683627504779,yes,AMBIENT,
SKU-26011,Groundnut Oil,Cereals,Dangote Flour,Abuja Gwagwa,3470,445,1129.7,601.12,09-03-2023,2025-01-13,292,4149590483132,1,Frozen,
SKU-75467,Rice 50kg,Condiments,PZ Cussons,PHC Dockyard,4723,281,3516.71,8171.83,16-11-2023,2024-04-04,203,,0,,
SKU-13181,Milk Tin,Condiments,Nestle Nigeria,PHC Dockyard,607,317,422.69,8204.7,06-04-2023,2024-08-20,121,9072015167728,No,,
SKU-21094,Palm Oil 3.8L,Staples,PZ Cussons,PHC Dockyard,241,79,835.66,6348.8,02-09-2023,2025-01-24,211,7894187275770,No,Ambient,
SKU-99926,Milk Tin,Cereals,Chi Ltd,Kano Industrial,4521,124,580.29,25366.81,09-04-2023,2024-04-18,549,3534988272643,1,Frozen,
SKU-91848,Rice 50kg,,Innoson Motors,Kano Industrial,2054,298,4388.65,9289.69,11-03-2023,2025-03-11,89,1356873185021,yes,ambient,
SKU-96617,Sugar 1kg,,Honeywell,Abuja Gwagwa,327,75,1580.88,3449.63,10-01-2023,2023-12-26,268,7503456152210,1,Ambient,
